school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,16,U,LE3,T,2,1,teacher,other,home,father,4,1,yes,no,no,no,no,no,no,yes,5,1,2,5,3,4,17,15,6,10
MS,M,19,R,LE3,T,0,1,at_home,health,course,mother,3,3,yes,no,yes,no,yes,yes,yes,no,3,3,2,5,4,1,14,15,10,6
MS,F,15,R,GT3,A,4,0,health,services,home,father,1,2,no,yes,yes,yes,yes,no,no,yes,3,2,5,1,3,4,19,15,13,12
GP,F,21,U,GT3,T,2,2,at_home,at_home,reputation,mother,3,2,no,yes,yes,no,no,yes,yes,yes,2,4,2,1,1,5,19,18,9,13
GP,F,21,R,GT3,T,1,0,health,teacher,other,mother,4,2,yes,no,no,no,yes,yes,no,yes,3,3,2,3,2,5,19,15,18,13
GP,F,21,U,LE3,T,2,4,teacher,teacher,home,mother,2,0,yes,yes,yes,no,yes,no,yes,yes,4,3,4,3,2,1,6,0,7,4
MS,M,17,R,LE3,T,3,4,teacher,services,course,mother,1,2,no,yes,yes,no,yes,yes,yes,yes,4,3,4,2,5,3,16,19,2,7
MS,F,16,R,GT3,T,2,2,health,at_home,reputation,other,3,1,yes,no,no,yes,yes,yes,yes,no,4,5,1,1,4,5,28,19,7,11
GP,F,21,U,LE3,A,0,1,services,teacher,home,mother,1,3,no,yes,no,yes,no,yes,no,yes,3,5,2,5,4,3,7,9,17,11
MS,F,18,U,LE3,T,2,2,other,health,other,father,3,2,no,yes,no,yes,no,yes,no,yes,4,2,3,2,5,4,27,1,4,0
GP,F,20,U,GT3,T,3,4,at_home,teacher,home,mother,3,2,yes,yes,no,yes,no,yes,no,yes,5,3,2,4,1,3,12,13,19,13
GP,M,18,U,LE3,T,1,2,at_home,at_home,course,father,3,3,yes,no,yes,yes,no,no,yes,no,1,5,2,1,4,1,25,7,10,6
GP,M,21,R,GT3,A,4,0,at_home,other,home,mother,4,2,yes,no,no,no,no,no,no,yes,2,5,1,3,2,2,15,5,8,6
MS,F,20,U,LE3,A,2,2,teacher,other,other,other,2,0,no,yes,yes,yes,no,yes,no,no,5,5,3,1,1,2,24,2,18,11
MS,F,19,R,GT3,A,3,1,at_home,services,other,mother,1,1,no,no,no,yes,no,no,no,yes,4,2,2,1,3,1,9,15,11,9
GP,F,18,U,LE3,T,3,0,other,at_home,course,mother,2,3,no,no,yes,no,yes,yes,yes,yes,1,2,3,1,3,2,28,16,4,4
GP,F,16,U,LE3,A,1,3,other,teacher,other,other,3,3,no,no,no,no,no,yes,no,no,2,3,4,1,1,1,13,11,15,11
GP,F,16,R,GT3,T,0,4,health,teacher,reputation,mother,3,0,no,yes,no,no,no,no,no,no,5,4,4,4,2,5,30,18,12,9
GP,F,18,U,LE3,T,2,4,teacher,other,other,father,2,1,no,no,no,yes,no,yes,yes,no,2,3,3,3,3,3,5,19,5,6
MS,M,21,U,LE3,A,3,2,other,other,reputation,mother,2,0,yes,yes,yes,no,yes,yes,yes,yes,3,5,2,1,2,2,19,2,15,12
MS,F,16,U,GT3,T,1,0,services,health,home,mother,1,1,no,yes,yes,no,no,yes,yes,no,4,5,3,4,5,5,21,12,17,10
GP,M,19,U,LE3,T,4,3,teacher,other,reputation,mother,3,0,no,no,yes,no,no,no,yes,no,5,1,3,2,4,2,25,15,16,9
GP,M,15,R,GT3,T,3,0,teacher,health,reputation,other,2,2,no,yes,no,yes,no,no,yes,no,5,3,4,1,1,4,6,10,11,9
MS,F,21,R,LE3,A,1,4,other,teacher,home,mother,4,0,no,no,yes,no,yes,yes,yes,no,1,5,3,4,4,1,5,19,0,7
MS,M,19,U,LE3,T,0,0,services,health,other,mother,3,3,yes,no,no,no,no,yes,no,no,1,5,5,5,5,1,26,15,6,9
GP,M,20,U,LE3,T,0,3,health,health,reputation,father,3,3,no,yes,no,yes,yes,yes,no,yes,1,4,5,2,3,5,16,19,13,13
GP,M,19,U,LE3,A,3,2,other,services,other,mother,1,3,yes,yes,no,no,yes,yes,yes,no,2,1,4,3,2,4,20,1,17,9
GP,M,21,R,GT3,T,3,1,services,other,home,mother,4,0,yes,no,yes,yes,yes,yes,no,yes,4,3,2,1,2,3,23,3,0,1
MS,M,20,R,LE3,T,2,0,teacher,health,course,mother,1,3,no,no,no,yes,yes,no,yes,no,2,2,2,1,5,4,30,3,19,12
MS,M,21,R,GT3,A,1,1,services,teacher,other,mother,4,3,no,no,yes,no,no,no,no,no,4,3,4,4,1,4,7,16,9,12
MS,F,16,R,LE3,T,3,4,teacher,at_home,other,father,1,2,yes,no,no,yes,yes,no,yes,yes,5,3,2,3,4,3,11,0,14,4
GP,M,15,U,LE3,T,2,2,other,health,course,father,4,2,yes,yes,no,no,yes,no,yes,yes,2,4,1,5,3,3,25,0,10,3
GP,M,21,U,LE3,T,2,2,other,other,course,other,4,1,no,yes,no,no,no,yes,no,yes,2,3,5,2,1,4,24,4,3,3
MS,M,21,U,LE3,T,3,0,at_home,services,home,mother,4,1,yes,yes,yes,no,yes,yes,no,yes,2,4,1,3,5,2,3,11,14,10
MS,F,16,R,GT3,T,0,2,at_home,teacher,other,other,2,1,no,no,yes,no,yes,no,no,no,3,4,1,1,5,2,9,5,20,7
GP,M,17,U,GT3,A,1,0,at_home,services,other,other,3,0,no,yes,no,yes,yes,no,no,yes,4,5,1,4,2,4,5,5,15,7
MS,F,16,R,GT3,A,1,0,other,at_home,home,mother,4,1,yes,yes,yes,no,yes,yes,no,no,4,2,4,5,3,2,6,16,14,12
MS,M,20,R,GT3,A,0,1,health,health,other,father,2,0,no,yes,yes,no,yes,no,no,no,2,4,1,4,1,3,20,12,16,11
GP,F,16,U,LE3,A,3,2,other,health,reputation,father,2,0,no,yes,no,no,yes,yes,no,no,3,1,3,2,2,3,30,7,10,6
MS,F,16,U,GT3,T,1,0,services,other,reputation,mother,1,1,no,no,no,yes,no,yes,no,yes,2,1,2,3,3,2,26,11,17,16
GP,M,15,U,GT3,T,3,1,other,health,reputation,mother,3,1,yes,yes,yes,yes,no,yes,yes,yes,4,2,4,4,4,3,7,14,15,11
GP,M,16,R,LE3,T,3,3,other,teacher,other,father,3,0,yes,yes,no,no,no,no,no,yes,5,4,3,4,4,1,2,18,14,12
GP,F,21,R,LE3,T,2,1,teacher,at_home,reputation,mother,1,2,yes,yes,no,yes,no,no,no,no,3,2,3,1,2,3,7,20,10,11
GP,M,15,U,LE3,T,0,1,teacher,services,reputation,mother,3,3,no,yes,yes,yes,yes,no,yes,yes,3,5,5,4,1,4,14,19,12,12
GP,F,18,U,LE3,A,3,0,teacher,at_home,home,mother,1,3,yes,no,yes,no,yes,no,yes,yes,2,1,5,5,3,5,29,16,17,13
GP,F,17,R,GT3,A,4,4,other,health,home,father,2,3,yes,no,no,no,yes,no,yes,no,5,3,3,3,4,2,20,8,7,1
GP,F,15,U,GT3,T,0,4,health,services,course,other,2,2,yes,yes,yes,no,no,yes,yes,yes,4,1,5,2,4,2,0,20,8,8
MS,F,20,R,LE3,T,1,4,services,other,course,other,4,0,no,no,yes,no,no,no,no,no,1,4,2,4,1,3,12,17,10,9
GP,F,18,R,LE3,T,2,1,services,at_home,course,mother,1,1,no,no,no,no,yes,yes,no,yes,4,2,2,5,2,3,21,1,16,9
GP,M,15,U,LE3,A,1,0,health,services,course,father,2,0,yes,no,no,yes,yes,yes,yes,yes,4,1,5,2,5,5,17,10,0,2
MS,F,15,U,GT3,T,1,2,health,services,home,mother,2,0,yes,no,no,no,no,yes,yes,yes,5,3,1,5,3,5,14,19,10,9
MS,F,17,U,GT3,T,0,1,services,services,home,father,1,1,yes,yes,no,no,no,no,no,yes,3,3,3,4,4,4,6,16,6,9
MS,M,21,U,LE3,T,1,1,at_home,teacher,home,mother,2,2,no,no,yes,no,no,no,no,yes,4,2,2,4,5,1,30,20,7,12
GP,F,20,R,LE3,A,3,0,teacher,at_home,reputation,father,3,3,yes,no,yes,no,no,no,no,no,3,2,5,3,1,4,14,17,18,11
MS,M,19,R,GT3,T,1,3,teacher,services,reputation,father,2,3,no,yes,no,no,yes,no,no,yes,5,1,5,1,2,2,24,14,3,5
GP,M,19,R,LE3,A,2,1,services,at_home,course,other,1,0,no,yes,no,yes,no,no,yes,yes,5,4,2,5,3,3,2,6,3,0
GP,M,15,U,LE3,A,2,3,health,services,reputation,mother,3,2,no,yes,no,no,no,no,no,yes,2,5,2,1,1,4,29,15,18,12
GP,F,16,R,GT3,A,4,3,at_home,other,other,other,3,3,yes,yes,no,yes,yes,no,yes,yes,1,3,1,1,2,3,25,0,8,7
GP,F,20,U,LE3,A,2,4,services,other,home,other,2,2,yes,no,yes,no,yes,no,yes,yes,5,2,5,2,1,3,13,17,16,13
MS,F,18,U,GT3,A,1,0,teacher,other,course,father,4,1,no,yes,yes,no,yes,yes,yes,yes,5,5,5,2,4,4,19,7,17,7
MS,M,16,U,LE3,A,2,3,other,health,course,mother,3,0,no,no,no,no,no,no,no,yes,3,5,4,5,4,4,3,6,0,0
GP,F,16,U,LE3,T,0,0,health,services,other,father,1,0,no,no,no,yes,no,yes,yes,no,5,5,1,1,5,5,3,1,13,4
GP,M,20,U,GT3,T,2,4,other,health,reputation,father,4,2,no,yes,yes,no,no,yes,no,no,4,4,2,3,1,1,2,11,3,3
GP,F,21,U,GT3,T,3,0,services,at_home,course,father,4,3,yes,yes,yes,no,no,yes,yes,yes,2,2,2,1,4,5,4,15,9,5
MS,M,15,R,LE3,A,0,1,teacher,health,reputation,mother,3,2,yes,no,yes,no,yes,yes,no,no,2,3,3,2,2,1,24,8,13,9
GP,F,15,U,GT3,T,4,3,at_home,at_home,reputation,mother,2,1,no,no,yes,no,yes,no,yes,yes,4,2,2,1,5,4,30,19,6,9
GP,F,15,R,LE3,A,3,0,other,at_home,other,father,4,3,no,yes,no,no,no,no,yes,no,5,1,5,4,3,1,10,10,11,7
MS,F,15,R,LE3,A,1,2,at_home,at_home,course,mother,2,3,no,yes,yes,no,no,yes,no,yes,1,3,2,4,1,2,7,14,15,15
MS,M,19,U,GT3,A,1,0,teacher,health,reputation,father,3,2,yes,yes,yes,no,no,yes,no,yes,5,2,5,3,4,5,25,2,4,1
GP,M,15,U,LE3,T,1,3,other,services,reputation,mother,1,1,no,no,yes,yes,yes,yes,yes,no,2,3,5,5,2,5,1,20,10,13
MS,F,19,U,LE3,A,3,4,at_home,health,other,mother,4,3,yes,no,no,no,no,no,yes,yes,1,1,1,1,1,5,27,12,3,2
MS,F,19,R,GT3,A,3,4,at_home,services,other,other,1,0,no,yes,no,no,yes,yes,no,no,3,3,2,4,2,3,15,20,12,12
GP,M,21,U,GT3,T,3,3,other,services,reputation,father,2,1,yes,no,yes,no,no,yes,yes,yes,3,5,1,5,5,3,24,12,7,8
MS,M,15,R,LE3,T,0,1,teacher,at_home,other,other,2,3,yes,yes,yes,yes,yes,no,no,yes,5,4,5,4,4,4,27,1,6,1
GP,M,17,U,GT3,A,0,1,at_home,health,reputation,other,1,2,no,no,no,yes,yes,yes,no,yes,5,1,2,5,4,4,9,5,10,6
MS,F,18,U,GT3,A,1,4,services,services,course,father,3,3,yes,no,no,no,no,no,yes,yes,1,3,2,5,5,3,17,5,10,5
GP,M,16,R,GT3,T,2,4,other,other,home,father,3,0,yes,yes,yes,yes,yes,no,no,no,1,1,1,4,2,5,6,11,16,10
GP,F,19,R,GT3,T,1,3,health,services,other,mother,4,1,yes,yes,no,no,yes,yes,yes,yes,5,5,1,2,1,3,4,3,13,6
GP,M,20,U,LE3,T,4,1,health,other,home,father,4,3,yes,yes,yes,no,no,yes,no,no,2,4,5,5,2,1,30,4,1,0
MS,F,20,R,LE3,A,0,4,teacher,health,reputation,other,3,0,no,no,no,yes,yes,yes,no,no,3,1,5,1,1,5,28,7,19,12
GP,M,18,R,LE3,T,3,1,services,health,reputation,other,3,3,no,no,yes,no,no,no,yes,yes,1,5,2,4,5,3,6,5,20,12
MS,M,20,R,GT3,T,0,4,at_home,health,reputation,father,1,3,no,yes,yes,yes,yes,no,no,yes,2,5,2,2,3,4,20,20,7,8
GP,M,17,R,GT3,T,3,0,health,services,home,other,2,1,no,no,no,yes,yes,no,yes,no,5,5,4,4,1,3,27,2,1,1
GP,M,20,R,GT3,A,4,2,teacher,teacher,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,no,4,3,4,3,4,2,5,7,20,10
MS,M,16,U,GT3,T,4,0,services,services,other,other,4,2,yes,no,no,no,yes,yes,no,yes,1,2,3,1,4,3,23,18,14,9
GP,F,16,U,GT3,T,0,4,services,services,course,mother,3,0,yes,yes,no,no,no,yes,no,no,4,1,5,3,4,5,0,20,4,7
GP,M,19,R,GT3,T,3,2,teacher,at_home,course,other,1,0,yes,no,no,no,no,yes,no,no,2,2,3,5,2,3,28,10,5,6
MS,M,15,U,GT3,T,4,2,teacher,at_home,other,mother,4,0,yes,no,yes,no,no,yes,yes,no,3,5,3,5,2,4,10,17,16,12
GP,M,21,U,LE3,T,1,4,at_home,services,course,mother,1,1,no,no,yes,no,yes,yes,no,yes,2,2,1,3,2,1,12,9,7,5
GP,F,17,R,LE3,A,1,4,teacher,other,home,father,3,2,no,no,yes,no,yes,no,no,no,3,5,1,3,4,2,11,19,18,15
GP,M,19,U,GT3,A,3,1,at_home,at_home,reputation,mother,3,0,yes,yes,no,no,no,no,no,no,2,5,4,5,1,5,0,11,4,3
GP,F,17,R,GT3,A,0,4,at_home,services,reputation,father,3,0,no,no,yes,yes,no,no,yes,no,1,4,3,2,4,4,20,19,18,12
MS,M,15,R,GT3,T,4,3,other,teacher,reputation,other,2,3,yes,yes,yes,no,no,yes,yes,no,1,4,4,1,1,2,14,7,13,7
MS,M,20,U,LE3,A,0,4,services,other,home,other,3,3,yes,yes,yes,no,no,no,yes,yes,4,2,5,4,2,3,0,18,9,8
GP,F,20,R,LE3,A,1,3,services,health,home,other,4,0,no,yes,yes,no,yes,no,yes,yes,2,1,2,3,3,2,2,20,12,9
MS,M,21,R,GT3,A,4,4,services,services,home,mother,2,3,no,yes,no,yes,no,no,no,no,2,2,1,1,2,1,25,15,4,8
GP,F,15,R,GT3,T,0,1,other,services,other,other,1,3,no,no,yes,yes,yes,yes,no,no,4,1,5,4,5,2,14,20,6,13
MS,F,19,R,LE3,T,2,3,at_home,other,home,other,4,3,no,yes,no,yes,no,yes,no,no,5,2,5,4,1,2,8,17,9,6
GP,M,21,R,LE3,A,3,0,at_home,at_home,course,father,4,1,no,no,no,no,yes,no,yes,yes,2,3,1,3,3,3,13,8,10,6
GP,F,15,U,LE3,A,3,3,teacher,at_home,other,father,1,0,no,no,no,yes,no,yes,yes,yes,2,3,1,2,2,3,28,3,2,2
GP,M,18,U,LE3,T,2,1,other,at_home,other,other,2,0,no,no,no,yes,no,yes,no,no,2,1,3,2,3,5,22,8,12,4
GP,M,16,R,GT3,T,1,3,teacher,health,other,other,4,3,yes,no,yes,no,yes,yes,no,no,5,4,4,1,4,3,27,1,1,0
GP,F,21,R,LE3,A,4,4,other,other,home,mother,4,1,no,yes,yes,no,yes,yes,no,yes,1,1,5,1,1,2,21,8,3,3
GP,F,21,U,LE3,T,3,4,teacher,other,other,mother,4,3,yes,no,yes,no,no,no,yes,no,4,2,3,5,5,1,23,8,2,4
MS,F,19,R,GT3,A,2,1,health,at_home,home,other,2,1,yes,yes,no,yes,yes,yes,no,no,5,5,3,2,4,3,7,17,14,10
GP,F,17,U,LE3,T,2,2,services,at_home,home,father,2,0,no,no,yes,no,no,no,no,yes,3,3,5,1,3,5,21,10,3,3
MS,M,18,R,LE3,A,1,4,services,teacher,other,other,2,3,yes,no,no,no,yes,no,yes,yes,3,5,5,5,2,5,3,12,20,15
GP,M,19,R,LE3,A,1,0,at_home,teacher,reputation,mother,4,0,no,yes,yes,no,no,yes,yes,yes,5,3,2,4,1,2,19,5,3,3
MS,F,15,R,GT3,T,0,1,health,services,reputation,father,3,1,yes,no,yes,no,no,yes,no,yes,5,2,4,1,5,3,19,8,14,10
MS,M,15,R,LE3,A,3,3,services,services,other,father,1,2,yes,no,yes,no,no,yes,yes,yes,1,3,5,5,2,3,5,15,5,3
MS,M,15,R,GT3,A,0,3,at_home,other,reputation,mother,3,1,yes,no,no,no,no,no,no,no,3,1,1,2,5,5,0,3,4,1
GP,M,15,R,GT3,A,2,0,health,other,course,other,2,2,no,no,yes,yes,no,no,no,yes,4,5,2,4,1,3,27,1,11,8
GP,M,17,R,LE3,T,4,4,services,health,course,other,4,0,yes,no,no,no,no,no,no,yes,2,5,4,1,3,2,17,6,6,4
MS,F,18,U,LE3,T,4,1,teacher,health,home,other,4,0,yes,yes,no,yes,no,no,no,yes,2,2,1,2,5,1,5,14,2,4
GP,F,20,U,LE3,T,1,0,other,teacher,reputation,mother,3,3,yes,no,no,yes,no,no,yes,yes,1,5,1,4,1,2,29,5,6,4
MS,M,16,U,LE3,A,4,4,health,services,course,father,3,2,no,no,yes,no,yes,no,yes,yes,1,2,4,3,5,3,13,10,11,11
GP,F,17,R,GT3,T,4,1,at_home,teacher,other,mother,1,1,yes,yes,yes,yes,yes,no,yes,yes,3,4,2,2,2,2,10,19,14,11
MS,F,17,R,LE3,A,4,3,health,teacher,reputation,other,4,0,no,no,no,yes,yes,yes,no,no,4,1,1,3,5,4,16,16,18,15
MS,F,20,R,LE3,A,2,1,at_home,services,course,mother,3,2,yes,yes,no,yes,no,no,no,yes,4,3,3,1,2,4,8,3,5,3
GP,M,20,R,LE3,T,4,2,health,health,course,father,1,1,yes,no,no,no,no,no,no,no,5,3,4,5,2,3,27,18,7,6
MS,M,16,R,GT3,T,4,1,at_home,services,other,mother,2,2,yes,no,no,yes,no,no,yes,no,1,3,4,1,1,3,21,6,5,3
GP,M,16,R,LE3,A,4,2,services,at_home,home,other,3,1,no,yes,no,yes,yes,no,yes,yes,2,4,5,2,4,1,6,10,2,2
MS,F,20,R,LE3,A,0,1,teacher,at_home,other,father,2,1,yes,no,yes,yes,yes,yes,no,yes,2,1,2,3,5,2,13,12,4,3
MS,M,15,U,GT3,T,2,2,services,at_home,home,mother,1,1,yes,no,yes,yes,yes,no,yes,no,3,5,3,3,3,1,27,20,8,12
GP,M,17,R,GT3,T,1,3,teacher,other,course,mother,2,1,yes,yes,yes,no,yes,no,yes,no,2,5,3,4,2,3,16,2,15,5
GP,F,19,U,LE3,T,0,4,services,health,home,father,4,2,yes,yes,no,no,yes,yes,yes,no,4,1,5,1,4,3,7,13,15,12
GP,M,16,U,LE3,A,3,2,services,health,course,father,4,2,no,no,no,yes,no,yes,yes,yes,4,1,1,1,2,5,27,1,8,2
MS,M,16,R,LE3,A,2,2,health,other,course,other,2,3,yes,yes,yes,no,yes,no,no,no,1,3,1,2,4,1,15,17,17,16
GP,F,20,R,LE3,A,2,3,other,teacher,reputation,father,4,2,yes,no,yes,no,no,no,yes,yes,3,5,3,3,4,3,11,4,12,6
MS,F,18,U,LE3,A,3,2,at_home,at_home,home,other,1,2,yes,yes,no,yes,no,no,no,yes,2,1,2,2,3,4,11,12,10,9
MS,F,19,U,GT3,A,3,0,at_home,at_home,home,mother,4,3,yes,no,no,no,no,no,yes,no,1,5,1,2,4,5,27,12,9,6
GP,M,19,R,GT3,T,3,3,at_home,teacher,home,other,2,2,no,yes,no,no,yes,no,no,yes,5,1,4,3,3,2,27,13,9,4
GP,M,16,R,LE3,T,1,0,teacher,services,other,mother,2,1,yes,yes,yes,yes,yes,no,no,yes,5,2,5,2,1,5,4,11,5,2
MS,M,15,U,LE3,A,4,3,at_home,services,reputation,father,2,0,yes,yes,no,yes,no,yes,yes,no,2,3,2,3,2,2,4,20,15,9
MS,F,18,R,GT3,A,2,2,at_home,health,reputation,mother,3,0,no,yes,no,no,yes,yes,no,no,2,1,1,2,3,4,13,12,11,9
GP,F,19,R,LE3,T,4,0,health,other,reputation,father,2,3,yes,yes,no,no,yes,no,no,yes,2,4,3,5,2,2,5,17,3,6
GP,M,16,R,LE3,T,4,2,services,health,other,mother,1,2,yes,yes,yes,no,no,no,yes,no,4,1,5,2,5,1,6,12,4,6
GP,M,19,U,LE3,T,3,3,at_home,services,home,mother,4,2,yes,yes,no,no,no,no,no,yes,2,2,1,2,1,2,22,3,1,0
GP,F,21,U,LE3,T,1,2,other,teacher,home,mother,4,3,no,yes,yes,yes,no,yes,yes,no,5,4,3,5,5,2,20,9,18,7
GP,F,18,U,LE3,A,0,0,at_home,health,home,mother,3,0,yes,yes,no,yes,no,no,no,no,2,4,1,1,5,5,16,4,0,3
MS,F,18,R,GT3,T,1,0,teacher,at_home,reputation,other,3,1,no,no,no,yes,no,yes,yes,no,3,1,5,3,4,4,26,17,3,8
MS,F,21,R,LE3,A,4,2,teacher,at_home,reputation,mother,1,2,no,yes,yes,yes,yes,yes,yes,no,5,2,4,4,4,2,8,7,11,8
MS,M,17,U,LE3,T,1,1,teacher,teacher,course,other,2,3,no,no,no,yes,no,no,yes,yes,3,4,4,5,5,1,30,13,1,6
MS,F,21,U,LE3,T,3,3,at_home,services,other,father,3,1,no,yes,yes,no,yes,yes,yes,no,5,3,3,1,4,5,21,1,11,5
GP,M,20,U,GT3,T,0,3,health,at_home,other,father,4,3,no,no,no,no,yes,no,yes,yes,1,3,4,2,2,4,12,7,15,10
GP,M,20,R,GT3,A,3,2,other,at_home,reputation,other,3,3,no,no,yes,yes,no,yes,no,yes,5,5,5,1,4,4,8,15,1,3
GP,M,16,U,GT3,A,0,1,at_home,other,course,father,3,3,no,yes,no,yes,no,no,no,no,5,5,3,5,5,3,26,6,16,7
MS,F,18,U,GT3,T,4,0,health,health,home,father,2,0,yes,yes,yes,yes,yes,no,yes,no,3,2,1,2,4,1,15,2,1,0
MS,F,17,R,LE3,A,0,4,health,services,reputation,mother,3,0,yes,no,yes,no,no,yes,no,no,3,4,2,1,4,5,3,3,3,0
GP,F,17,R,GT3,A,0,4,at_home,health,other,mother,1,3,no,no,no,no,yes,yes,no,no,5,3,1,4,3,5,1,6,5,9
GP,F,19,R,LE3,T,0,2,at_home,services,other,mother,4,2,no,yes,yes,no,no,yes,no,no,5,3,5,3,3,1,12,3,6,0
MS,M,19,U,LE3,T,1,1,health,at_home,other,other,2,1,no,yes,no,yes,no,no,yes,yes,4,2,3,3,5,4,12,8,14,7
MS,F,21,R,GT3,A,1,1,health,other,home,other,4,2,no,yes,yes,yes,yes,yes,yes,no,1,4,1,5,2,2,18,16,19,14
GP,F,17,R,GT3,A,4,3,health,health,other,father,1,0,no,no,no,yes,yes,yes,no,yes,1,2,3,2,1,1,11,16,11,15
GP,M,21,U,GT3,A,0,0,at_home,at_home,home,mother,1,1,no,yes,no,yes,no,no,yes,yes,2,1,4,2,1,5,3,19,4,5
MS,F,21,R,GT3,T,2,1,health,services,home,other,3,3,yes,yes,no,yes,no,no,yes,yes,5,3,2,3,5,1,9,13,13,9
GP,M,19,U,GT3,T,4,4,teacher,health,home,other,3,2,yes,yes,no,no,no,yes,no,yes,5,2,5,1,2,4,15,13,15,12
GP,M,18,U,LE3,A,0,0,at_home,health,reputation,mother,3,2,no,yes,yes,yes,yes,yes,yes,no,5,2,1,2,2,3,27,12,10,9
GP,M,21,R,GT3,T,0,0,teacher,at_home,home,other,4,3,no,yes,no,no,no,yes,yes,no,5,1,2,4,2,3,23,3,11,5
MS,M,15,R,GT3,T,1,2,services,health,course,mother,1,2,no,no,no,no,no,no,yes,yes,1,5,5,4,3,2,18,12,18,10
MS,M,18,R,GT3,A,4,1,at_home,other,other,father,2,0,yes,no,no,no,no,no,yes,yes,3,3,5,2,5,2,7,20,16,14
MS,M,17,R,LE3,A,0,2,services,other,reputation,father,3,3,no,yes,no,no,no,yes,yes,no,4,2,4,2,1,4,5,16,6,7
MS,M,17,R,GT3,T,0,1,health,at_home,other,father,4,2,yes,yes,no,no,yes,no,no,yes,3,3,3,3,2,2,3,14,8,8
MS,M,21,R,LE3,T,4,3,health,services,home,mother,3,3,yes,no,yes,yes,yes,yes,yes,no,3,5,3,5,5,3,29,17,13,11
MS,F,18,U,GT3,A,2,2,other,at_home,reputation,other,1,1,yes,yes,no,yes,yes,yes,yes,yes,1,2,2,3,1,4,6,10,19,13
MS,F,19,U,GT3,T,4,2,health,other,course,father,2,3,no,no,yes,yes,no,no,no,no,4,1,4,5,3,4,30,3,11,7
GP,F,19,R,LE3,T,4,4,services,teacher,home,father,1,2,no,yes,yes,no,no,yes,no,yes,5,3,5,4,4,4,13,19,14,8
GP,F,20,U,GT3,A,2,2,health,teacher,other,father,4,0,yes,no,no,no,no,yes,yes,yes,1,1,4,5,1,1,26,10,11,7
GP,M,17,R,LE3,A,4,1,at_home,health,course,other,3,3,yes,no,no,no,yes,no,no,yes,1,5,4,3,1,2,12,9,20,13
GP,F,16,U,LE3,T,0,4,health,health,home,other,1,3,yes,yes,yes,no,yes,yes,yes,no,4,5,2,2,1,5,20,12,20,15
GP,M,20,U,LE3,T,4,2,other,teacher,course,mother,4,2,yes,no,yes,no,yes,yes,no,no,2,3,3,5,4,3,4,7,12,7
GP,F,19,U,GT3,T,2,2,health,other,home,father,3,0,no,yes,yes,no,yes,no,yes,no,1,5,4,3,2,2,8,12,8,3
GP,F,18,R,GT3,A,3,3,services,health,reputation,other,2,0,yes,no,no,yes,no,yes,no,yes,3,4,4,4,4,3,28,8,6,7
MS,F,19,U,GT3,T,4,2,services,at_home,home,mother,1,1,no,yes,yes,no,yes,yes,yes,yes,3,3,4,5,1,2,2,0,0,1
MS,M,18,R,LE3,T,1,0,health,at_home,reputation,father,3,1,yes,yes,yes,no,yes,no,no,yes,5,4,1,4,3,5,9,0,9,4
GP,F,20,U,GT3,A,0,4,services,other,home,other,3,2,no,yes,no,yes,no,no,yes,yes,1,5,4,4,1,3,14,14,5,5
GP,M,17,U,LE3,A,0,0,services,health,home,other,3,0,yes,no,yes,no,yes,no,yes,yes,5,3,4,1,3,5,19,3,14,9
MS,M,19,U,GT3,T,1,4,other,at_home,other,mother,3,0,no,yes,no,yes,no,yes,yes,yes,1,4,5,5,5,3,20,19,14,11
GP,F,21,U,LE3,A,1,3,at_home,health,course,father,1,1,no,yes,yes,yes,no,no,no,no,4,5,1,3,3,1,16,0,8,5
GP,F,18,U,LE3,A,4,2,other,health,course,father,3,1,no,yes,no,yes,no,yes,no,no,1,2,4,5,1,1,22,11,12,12
MS,F,17,R,LE3,T,1,2,teacher,at_home,course,other,4,2,yes,no,yes,no,no,no,yes,no,2,2,4,5,4,3,23,10,0,2
GP,M,16,R,GT3,A,3,2,other,teacher,home,father,1,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,4,1,3,30,18,8,10
MS,F,18,U,LE3,A,2,4,health,at_home,home,mother,3,3,yes,no,no,yes,yes,yes,yes,no,4,2,2,4,1,5,5,14,2,3
GP,M,20,U,LE3,T,1,2,at_home,other,home,other,1,1,no,no,yes,no,yes,no,yes,yes,3,4,1,4,5,4,24,20,8,12
MS,M,16,U,LE3,A,1,0,health,services,reputation,other,4,2,no,no,no,yes,no,yes,no,yes,5,2,5,4,2,3,2,9,19,11
MS,F,16,U,LE3,T,3,2,teacher,at_home,reputation,mother,4,0,yes,yes,yes,no,yes,yes,no,no,4,3,1,3,1,2,17,0,14,9
MS,F,15,R,LE3,T,0,3,at_home,health,other,other,1,0,no,yes,no,no,no,no,no,yes,2,3,1,2,5,2,4,2,6,3
GP,M,19,U,LE3,A,0,0,services,health,home,father,3,1,no,no,no,yes,yes,yes,yes,yes,3,3,2,1,4,2,12,13,3,3
MS,M,18,R,GT3,A,4,2,other,at_home,course,father,3,2,yes,yes,no,no,yes,yes,yes,yes,1,2,2,4,5,1,24,14,19,13
